2025-08-18 03:54:34,404 [main.py         | 48] INFO: Start to run instance_12
2025-08-18 03:54:34,404 [simulate_api.py | 60] INFO: Start time of the simulator: 2025-08-18 00:00:00, time interval:  600.00
2025-08-18 03:54:34,426 [input_utils.py  | 48] INFO: Get 154 factories
2025-08-18 03:54:35,224 [input_utils.py  | 52] INFO: Get 23562 routes
2025-08-18 03:54:35,237 [input_utils.py  | 57] INFO: Get 5 vehicles
2025-08-18 03:54:35,250 [input_utils.py  | 61] INFO: Get 100 orders
2025-08-18 03:54:35,251 [simulate_api.py | 87] INFO: Initial position of V_1 is e2d5093fbe36431f8986ddb0e1c586be
2025-08-18 03:54:35,251 [simulate_api.py | 87] INFO: Initial position of V_2 is 7fe14b93f0f04ee7a994ef5b2c1fdb72
2025-08-18 03:54:35,252 [simulate_api.py | 87] INFO: Initial position of V_3 is fa366fc87a124d32926daa5bb093129f
2025-08-18 03:54:35,252 [simulate_api.py | 87] INFO: Initial position of V_4 is e47399648fa842b2b8f80094343d8091
2025-08-18 03:54:35,252 [simulate_api.py | 87] INFO: Initial position of V_5 is becb4f85393540b287e7329758b8d832
2025-08-18 03:54:35,252 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:35,253 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 00:10:00, pre time: 2025-08-18 00:00:00
2025-08-18 03:54:35,253 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 00:10:00
2025-08-18 03:54:35,254 [simulate_environment.py | 167] INFO: Get 0 unallocated order items, 0 ongoing order items, 0 completed order items
2025-08-18 03:54:35,256 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:35,475 [simulate_environment.py | 254] INFO: 2025-08-18 00:10:00, Item 0010420001-1: state = 0 < 2, we can not finish the simulation
2025-08-18 03:54:35,475 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:35,475 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 00:20:00, pre time: 2025-08-18 00:10:00
2025-08-18 03:54:35,475 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 00:20:00
2025-08-18 03:54:35,475 [simulate_environment.py | 167] INFO: Get 9 unallocated order items, 0 ongoing order items, 0 completed order items
2025-08-18 03:54:35,475 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:35,692 [simulate_environment.py | 254] INFO: 2025-08-18 00:20:00, Item 0010420001-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:35,692 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:35,692 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 00:30:00, pre time: 2025-08-18 00:20:00
2025-08-18 03:54:35,692 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 00:30:00
2025-08-18 03:54:35,707 [simulate_environment.py | 167] INFO: Get 10 unallocated order items, 0 ongoing order items, 0 completed order items
2025-08-18 03:54:35,709 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:35,908 [simulate_environment.py | 254] INFO: 2025-08-18 00:30:00, Item 0010420001-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:35,908 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:35,908 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 00:40:00, pre time: 2025-08-18 00:30:00
2025-08-18 03:54:35,908 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 00:40:00
2025-08-18 03:54:35,921 [simulate_environment.py | 167] INFO: Get 9 unallocated order items, 3 ongoing order items, 0 completed order items
2025-08-18 03:54:35,921 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:36,146 [simulate_environment.py | 254] INFO: 2025-08-18 00:40:00, Item 0012130002-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:36,148 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:36,148 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 00:50:00, pre time: 2025-08-18 00:40:00
2025-08-18 03:54:36,148 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 00:50:00
2025-08-18 03:54:36,153 [simulate_environment.py | 167] INFO: Get 9 unallocated order items, 3 ongoing order items, 0 completed order items
2025-08-18 03:54:36,154 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:36,386 [simulate_environment.py | 254] INFO: 2025-08-18 00:50:00, Item 0012130002-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:36,386 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:36,386 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 01:00:00, pre time: 2025-08-18 00:50:00
2025-08-18 03:54:36,386 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 01:00:00
2025-08-18 03:54:36,402 [simulate_environment.py | 167] INFO: Get 9 unallocated order items, 3 ongoing order items, 0 completed order items
2025-08-18 03:54:36,404 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:36,595 [simulate_environment.py | 254] INFO: 2025-08-18 01:00:00, Item 0012130002-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:36,595 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:36,595 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 01:10:00, pre time: 2025-08-18 01:00:00
2025-08-18 03:54:36,595 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 01:10:00
2025-08-18 03:54:36,606 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 7 ongoing order items, 3 completed order items
2025-08-18 03:54:36,608 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:36,823 [simulate_environment.py | 254] INFO: 2025-08-18 01:10:00, Item 0024140003-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:36,825 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:36,825 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 01:20:00, pre time: 2025-08-18 01:10:00
2025-08-18 03:54:36,825 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 01:20:00
2025-08-18 03:54:36,840 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 7 ongoing order items, 3 completed order items
2025-08-18 03:54:36,842 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:37,049 [simulate_environment.py | 254] INFO: 2025-08-18 01:20:00, Item 0024140003-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:37,054 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:37,054 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 01:30:00, pre time: 2025-08-18 01:20:00
2025-08-18 03:54:37,055 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 01:30:00
2025-08-18 03:54:37,059 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 7 ongoing order items, 3 completed order items
2025-08-18 03:54:37,060 [simulate_environment.py | 231] INFO: java main_algorithm
2025-08-18 03:54:37,249 [simulate_environment.py | 254] INFO: 2025-08-18 01:30:00, Item 0024140003-1: state = 1 < 2, we can not finish the simulation
2025-08-18 03:54:37,249 [simulate_environment.py | 99] INFO: **************************************************
2025-08-18 03:54:37,249 [simulate_environment.py | 103] INFO: cur time: 2025-08-18 01:40:00, pre time: 2025-08-18 01:30:00
2025-08-18 03:54:37,249 [simulate_environment.py | 140] INFO: Start to update the input of 2025-08-18 01:40:00
